Report Number,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Police Deployed,Latitude,Longitude
NCRB_33854,2022-04-03,03:27,Delhi,669,Homicide,48,M,Blunt Object,2,28.69203923495068,77.1692126150532
NCRB_33855,2022-12-17,13:35,Delhi,222,Homicide,19,F,Firearm,7,28.54986088501132,77.32587009563588
NCRB_33856,2022-08-10,04:49,Delhi,122,Kidnapping,64,F,Unknown,7,28.48115972743138,77.2006108320893
NCRB_33857,2022-12-13,10:47,Delhi,967,Burglary,31,M,,1,28.463194016708115,77.15228192345987
NCRB_33858,2022-01-02,18:09,Delhi,334,Kidnapping,38,M,Knife,7,28.78642770132638,77.30421325218599
NCRB_33859,2022-02-01,15:32,Delhi,465,Drug Offense,58,M,,1,28.62682469304355,77.0560916769075
NCRB_33860,2022-11-28,10:23,Delhi,630,Homicide,50,M,,8,28.73893693095569,77.01053848432859
NCRB_33861,2023-07-16,05:23,Delhi,561,Theft/Robbery,39,Unknown,Knife,4,28.550990287375846,77.13016760249107
NCRB_33862,2022-02-12,19:38,Delhi,667,Burglary,32,F,Unknown,2,28.57429883875513,77.10784465858342
NCRB_33863,2023-03-24,06:40,Delhi,720,Homicide,53,F,Unknown,1,28.769984967460346,77.10001642957846
NCRB_33864,2023-02-26,12:22,Delhi,383,Drug Offense,58,Unknown,,9,28.67200425489305,77.21948010109693
NCRB_33865,2022-10-27,09:01,Delhi,748,Burglary,47,Unknown,Knife,10,28.59822342254961,77.05928467768214
NCRB_33866,2023-12-06,08:09,Delhi,697,Theft/Robbery,51,M,Blunt Object,9,28.58256493980794,77.39654137606787
NCRB_33867,2022-09-20,17:10,Delhi,277,Theft/Robbery,54,F,,6,28.48727354436919,77.36792383767524
NCRB_33868,2022-03-04,11:21,Delhi,104,Drug Offense,21,Unknown,,4,28.627425482849763,77.29426979443174
NCRB_33869,2022-03-02,14:53,Delhi,955,Burglary,19,M,Firearm,5,28.563686243808394,77.06326204400264
NCRB_33870,2022-07-05,22:52,Delhi,244,Theft/Robbery,33,M,Unknown,6,28.75032119561856,77.18833526272003
NCRB_33871,2023-02-12,22:55,Delhi,235,Burglary,64,Unknown,Knife,6,28.79176580145426,77.23313543331419
NCRB_33872,2022-10-13,05:06,Delhi,582,Drug Offense,55,M,Knife,7,28.59494414566713,77.32037384034292
NCRB_33873,2023-06-06,12:49,Delhi,123,Kidnapping,46,M,Unknown,5,28.513874730218816,77.25147194947596
NCRB_33874,2023-07-12,05:19,Delhi,606,Drug Offense,37,F,Blunt Object,1,28.504222970265992,77.08699763396727
NCRB_33875,2023-07-22,05:48,Delhi,809,Kidnapping,44,F,Knife,9,28.716233981224168,77.285513193771
NCRB_33876,2022-10-24,23:18,Delhi,101,Drug Offense,43,M,Knife,1,28.73337755195688,77.34777162964018
NCRB_33877,2022-07-06,21:19,Delhi,192,Theft/Robbery,30,Unknown,,1,28.476516672327584,77.12939942346479
NCRB_33878,2022-09-07,06:23,Delhi,860,Theft/Robbery,23,M,Unknown,6,28.626589882632995,77.24327521925679
NCRB_33879,2023-07-08,16:18,Delhi,797,Homicide,37,F,,2,28.681925899235925,77.18420931954905
NCRB_33880,2023-04-04,04:22,Delhi,483,Drug Offense,31,M,Blunt Object,3,28.55901098594918,77.2490567287629
NCRB_33881,2023-03-17,09:27,Delhi,567,Homicide,55,Unknown,Blunt Object,10,28.68535303016437,77.08339012701657
NCRB_33882,2022-09-22,13:29,Delhi,314,Burglary,63,F,Unknown,1,28.542006967042028,77.07413412997936
NCRB_33883,2022-08-13,09:49,Delhi,709,Kidnapping,63,Unknown,,9,28.528781559374835,77.37879253925546
NCRB_33884,2022-07-13,13:25,Delhi,139,Theft/Robbery,40,M,,10,28.582630962217987,77.06622877987198
NCRB_33885,2022-07-19,13:45,Delhi,966,Assault,53,M,Firearm,2,28.47407633358125,77.18696011539818
NCRB_33886,2023-11-09,21:19,Delhi,649,Drug Offense,31,F,Firearm,10,28.500240188743334,77.29022573391065
NCRB_33887,2022-07-21,01:08,Delhi,426,Kidnapping,48,F,,9,28.756761911204567,77.039502966694
NCRB_33888,2022-01-13,06:46,Delhi,892,Assault,61,F,Unknown,1,28.55658850215808,77.15658440029569
NCRB_33889,2023-11-22,13:23,Delhi,877,Drug Offense,27,F,,10,28.73989821898413,77.10599041209939
NCRB_33890,2023-02-24,23:05,Delhi,811,Theft/Robbery,59,M,Unknown,2,28.79917279558012,77.0173904469991
NCRB_33891,2023-11-12,00:39,Delhi,168,Drug Offense,40,Unknown,Unknown,5,28.73419874290574,77.39742628141396
NCRB_33892,2022-10-13,16:51,Delhi,349,Kidnapping,27,Unknown,,7,28.448864706286106,77.37095640532014
NCRB_33893,2023-05-13,05:01,Delhi,489,Kidnapping,21,Unknown,Firearm,6,28.63412931476003,77.1313141610023
NCRB_33894,2023-09-04,08:35,Delhi,657,Kidnapping,61,F,Knife,0,28.74700322095102,77.16666904912424
NCRB_33895,2023-09-13,11:27,Delhi,175,Theft/Robbery,45,M,Unknown,1,28.80450888601313,77.29107538943506
NCRB_33896,2023-12-14,02:34,Delhi,659,Drug Offense,32,F,Knife,9,28.62652063542213,77.26758976025697
NCRB_33897,2023-07-17,06:09,Delhi,193,Homicide,25,Unknown,Unknown,4,28.605275820555267,77.29725200911695
NCRB_33898,2023-02-09,04:43,Delhi,743,Assault,27,Unknown,Firearm,0,28.64070890178675,77.3907434698491
NCRB_33899,2023-02-18,15:44,Delhi,550,Assault,54,Unknown,,5,28.71648943694268,77.37577201649582
NCRB_33900,2022-06-20,23:31,Delhi,565,Assault,61,M,Knife,9,28.452036831693604,77.40782852337192
NCRB_33901,2022-06-26,19:41,Delhi,986,Theft/Robbery,40,M,Firearm,9,28.578191006819264,77.21494311509265
NCRB_33902,2023-09-04,19:46,Delhi,712,Drug Offense,47,F,Unknown,7,28.632226635722898,77.02123172788603
NCRB_33903,2023-07-21,08:28,Delhi,812,Kidnapping,43,F,,5,28.664292869095288,77.05069297983876
NCRB_33904,2023-12-13,11:42,Delhi,659,Theft/Robbery,62,F,Firearm,9,28.56353291899569,77.38775213771065
NCRB_33905,2023-10-18,15:59,Delhi,251,Drug Offense,40,M,,10,28.589730683993547,77.2449055081713
NCRB_33906,2022-05-04,16:15,Delhi,389,Drug Offense,22,M,Knife,2,28.713258038577656,77.02826993774988
NCRB_33907,2023-03-22,14:01,Delhi,450,Homicide,24,Unknown,Knife,3,28.44059786323269,77.31991390104385
NCRB_33908,2023-10-25,01:12,Delhi,172,Drug Offense,19,Unknown,Knife,3,28.67637144978048,77.28203411825491
NCRB_33909,2022-07-26,17:08,Delhi,508,Homicide,23,F,Blunt Object,1,28.439907785428392,77.14820975771497
NCRB_33910,2023-03-25,18:18,Delhi,987,Drug Offense,27,M,Firearm,9,28.73009833224691,77.22196779044656
NCRB_33911,2023-05-31,03:29,Delhi,992,Theft/Robbery,48,Unknown,Firearm,0,28.52551712658684,77.27780682088893
NCRB_33912,2022-10-30,14:06,Delhi,276,Theft/Robbery,26,Unknown,,0,28.724278470597326,77.11926320771732
NCRB_33913,2022-07-18,00:48,Delhi,692,Assault,51,M,Unknown,2,28.689465894477696,77.31209662930569
NCRB_33914,2022-09-30,03:00,Delhi,857,Theft/Robbery,18,M,Firearm,7,28.456336663960567,77.12558404027052
NCRB_33915,2023-06-08,02:38,Delhi,234,Drug Offense,49,M,Blunt Object,10,28.46043775215989,77.04413397396877
NCRB_33916,2023-11-12,08:01,Delhi,423,Drug Offense,45,F,Firearm,1,28.4293167219117,77.04959662486809
NCRB_33917,2022-09-18,01:05,Delhi,496,Burglary,39,F,Unknown,3,28.53321386285604,77.01748350855392
NCRB_33918,2023-04-12,23:11,Delhi,251,Drug Offense,63,M,,10,28.527688047632985,77.35813311104707
NCRB_33919,2022-03-28,22:32,Delhi,400,Drug Offense,48,M,Knife,5,28.418379699887264,77.02416998697798
NCRB_33920,2023-03-14,18:29,Delhi,716,Kidnapping,35,M,Unknown,9,28.728539493612367,77.39374676746273
NCRB_33921,2023-02-04,16:36,Delhi,684,Kidnapping,38,F,,8,28.653291196962844,77.06910916019564
NCRB_33922,2023-09-22,19:54,Delhi,539,Kidnapping,56,F,Knife,8,28.51336628751932,77.067488220654
NCRB_33923,2023-11-10,09:12,Delhi,504,Kidnapping,36,F,Knife,10,28.428180539520344,77.2095859238793
NCRB_33924,2023-08-20,21:37,Delhi,588,Burglary,27,Unknown,Knife,5,28.566017029117543,77.29751833782063
NCRB_33925,2022-05-23,15:17,Delhi,914,Drug Offense,20,M,Knife,6,28.81325922593305,77.37072433666178
NCRB_33926,2022-08-08,12:03,Delhi,937,Assault,44,Unknown,Knife,8,28.4285040719761,77.25257750357854
NCRB_33927,2022-07-11,22:56,Delhi,948,Theft/Robbery,52,Unknown,Blunt Object,7,28.487281089207,77.11832544857751
NCRB_33928,2023-09-14,13:28,Delhi,325,Drug Offense,36,Unknown,Knife,2,28.662763312106648,77.25244947692151
NCRB_33929,2022-07-13,15:50,Delhi,927,Assault,32,Unknown,Firearm,10,28.60447362915153,77.39289999522684
NCRB_33930,2022-07-17,23:18,Delhi,732,Drug Offense,24,Unknown,Knife,6,28.564798410378334,77.3112971161936
NCRB_33931,2022-08-11,22:59,Delhi,438,Assault,42,M,,4,28.61361644638784,77.39789432446604
NCRB_33932,2022-09-23,22:37,Delhi,184,Burglary,63,M,Blunt Object,2,28.59684956196129,77.03322506328024
NCRB_33933,2023-08-31,20:07,Delhi,244,Homicide,27,F,Blunt Object,4,28.52076863988719,77.24512641540645
NCRB_33934,2023-08-04,15:46,Delhi,876,Kidnapping,44,F,Blunt Object,5,28.7821244856306,77.39917161335006
NCRB_33935,2023-06-07,11:52,Delhi,226,Assault,31,Unknown,Firearm,1,28.48471970009584,77.15515453919319
NCRB_33936,2023-11-07,14:49,Delhi,186,Homicide,58,Unknown,Knife,6,28.60726664554708,77.32037968466548
NCRB_33937,2022-12-13,22:12,Delhi,190,Kidnapping,39,Unknown,Knife,4,28.58546402965215,77.32436534720657
NCRB_33938,2023-12-25,13:36,Delhi,877,Burglary,21,M,Unknown,3,28.695505876278244,77.30246619882948
NCRB_33939,2022-07-29,10:40,Delhi,703,Assault,43,M,Unknown,7,28.80382609576343,77.21603377392029
NCRB_33940,2022-01-03,02:39,Delhi,524,Homicide,46,F,Unknown,4,28.46758894304887,77.06568305992069
NCRB_33941,2023-04-06,14:00,Delhi,443,Assault,54,M,Unknown,9,28.660694223441244,77.32042089973264
NCRB_33942,2023-03-11,12:42,Delhi,832,Assault,38,F,Blunt Object,9,28.67822687768174,77.32554495010721
NCRB_33943,2023-10-01,02:57,Delhi,838,Kidnapping,23,Unknown,Knife,4,28.788659988828723,77.17130094352764
NCRB_33944,2022-12-08,15:02,Delhi,117,Burglary,58,Unknown,,3,28.797234333283,77.32830946493449
NCRB_33945,2022-11-10,23:03,Delhi,810,Burglary,62,M,Knife,8,28.780149718834537,77.08217188931668
NCRB_33946,2022-05-20,19:25,Delhi,727,Kidnapping,50,Unknown,Blunt Object,8,28.506389866739752,77.02233211753513
NCRB_33947,2023-08-23,07:23,Delhi,867,Theft/Robbery,36,Unknown,,3,28.640971340755485,77.06804558831688
NCRB_33948,2022-02-25,21:19,Delhi,518,Kidnapping,59,F,,0,28.7096512912028,77.31759561332315
NCRB_33949,2023-05-14,08:53,Delhi,289,Theft/Robbery,33,M,Firearm,9,28.690204304705947,77.02721780185739
NCRB_33950,2023-12-19,13:55,Delhi,959,Kidnapping,34,Unknown,,2,28.58291841739571,77.40806309787719
NCRB_33951,2023-05-19,15:35,Delhi,404,Theft/Robbery,54,Unknown,Firearm,10,28.77753496392586,77.18777566001997
NCRB_33952,2023-12-05,11:17,Delhi,427,Theft/Robbery,62,F,Knife,8,28.69586873094126,77.31476149258562
NCRB_33953,2022-09-07,01:21,Delhi,909,Theft/Robbery,25,F,Knife,3,28.54820102660936,77.292270174843
NCRB_33954,2023-02-14,07:53,Delhi,919,Homicide,19,F,Knife,2,28.71541042339039,77.32428938827174
NCRB_33955,2023-03-06,16:23,Delhi,350,Drug Offense,23,Unknown,Unknown,10,28.81024441693081,77.03363187815921
NCRB_33956,2022-09-27,13:20,Delhi,720,Assault,30,M,Unknown,8,28.667507522888528,77.24976311130101
NCRB_33957,2023-07-16,19:04,Delhi,536,Drug Offense,42,Unknown,Knife,9,28.41747300408294,77.12120204898982
NCRB_33958,2022-10-05,02:23,Delhi,217,Homicide,56,F,,3,28.46004005361173,77.35293098620653
NCRB_33959,2023-10-28,04:48,Delhi,528,Theft/Robbery,47,M,,8,28.77255838875444,77.0903594027162
NCRB_33960,2023-02-18,14:59,Delhi,125,Burglary,53,M,Firearm,3,28.568685416854432,77.07614121767793
NCRB_33961,2023-09-02,05:03,Delhi,153,Burglary,61,Unknown,Firearm,6,28.766749943991933,77.3012586595446
NCRB_33962,2022-11-21,18:11,Delhi,532,Assault,44,M,Knife,3,28.58981106481866,77.34333922902303
NCRB_33963,2023-10-24,14:05,Delhi,953,Burglary,54,Unknown,,8,28.687545424073846,77.35324635756425
NCRB_33964,2023-11-11,20:22,Delhi,648,Drug Offense,35,M,Knife,6,28.63874037887089,77.13518958853713
NCRB_33965,2023-10-03,05:35,Delhi,100,Kidnapping,26,F,Knife,5,28.728172212677205,77.14234673966256
NCRB_33966,2023-03-30,11:33,Delhi,135,Assault,52,M,Blunt Object,9,28.58268872811307,77.1994822591522
NCRB_33967,2023-02-26,13:38,Delhi,238,Assault,24,F,Knife,3,28.614725407431568,77.35830218938551
NCRB_33968,2023-09-21,04:40,Delhi,927,Homicide,54,Unknown,Blunt Object,2,28.476420694569537,77.16152710576038
NCRB_33969,2023-10-13,14:58,Delhi,265,Kidnapping,61,F,Unknown,1,28.791241173434823,77.13599973220305
NCRB_33970,2023-09-16,09:24,Delhi,685,Homicide,25,Unknown,Blunt Object,7,28.57430625822962,77.21147495033622
NCRB_33971,2022-11-21,19:26,Delhi,578,Burglary,64,F,Blunt Object,1,28.62213859097119,77.01291289395057
NCRB_33972,2023-09-09,00:33,Delhi,278,Assault,38,M,Unknown,1,28.656436137775177,77.23409541592896
NCRB_33973,2022-02-21,05:40,Delhi,984,Burglary,59,F,Blunt Object,7,28.55023848820228,77.05864857915067
NCRB_33974,2023-04-13,08:10,Delhi,476,Burglary,29,Unknown,Blunt Object,10,28.60446693234417,77.3788419523098
NCRB_33975,2023-03-01,09:54,Delhi,798,Drug Offense,19,M,Firearm,1,28.80602317269025,77.11891846439153
NCRB_33976,2023-09-03,21:28,Delhi,854,Assault,30,M,Unknown,2,28.796975166384087,77.40285944573827
NCRB_33977,2022-10-28,04:01,Delhi,158,Kidnapping,18,Unknown,Unknown,0,28.80584054573264,77.2863565421551
NCRB_33978,2022-05-18,10:40,Delhi,840,Burglary,39,M,Knife,2,28.46528424936702,77.32726910112642
NCRB_33979,2023-09-16,02:21,Delhi,270,Burglary,40,M,Firearm,8,28.572201655862408,77.1548804500142
NCRB_33980,2022-10-02,10:36,Delhi,617,Burglary,20,Unknown,Knife,5,28.664943931416893,77.2078161825228
NCRB_33981,2022-03-09,13:37,Delhi,642,Assault,64,Unknown,Firearm,3,28.4953269223128,77.33412866826384
NCRB_33982,2022-10-22,11:53,Delhi,363,Theft/Robbery,27,Unknown,Knife,3,28.512003880848024,77.1421432531292
NCRB_33983,2023-12-22,08:56,Delhi,347,Homicide,53,Unknown,Knife,1,28.79454265820232,77.22254725230445
NCRB_33984,2022-05-20,16:00,Delhi,240,Drug Offense,26,F,Firearm,10,28.70379833656597,77.3693835470985
NCRB_33985,2022-08-23,05:29,Delhi,341,Assault,47,M,Unknown,6,28.63345613442104,77.28487018100961
NCRB_33986,2022-03-21,03:07,Delhi,811,Drug Offense,29,Unknown,Unknown,4,28.41884071428544,77.23886417838204
NCRB_33987,2023-01-13,23:18,Delhi,978,Homicide,55,F,Unknown,0,28.493752035677804,77.20525521547624
NCRB_33988,2023-02-06,14:50,Delhi,902,Kidnapping,22,F,,2,28.56278811933132,77.3405332861448
NCRB_33989,2023-06-24,02:58,Delhi,197,Homicide,58,Unknown,Firearm,2,28.574551983254093,77.29084557901496
NCRB_33990,2023-12-20,02:19,Delhi,865,Assault,36,M,Blunt Object,6,28.671558453604995,77.25193242736991
NCRB_33991,2022-04-07,12:20,Delhi,485,Kidnapping,18,M,Firearm,5,28.748221095045047,77.13463002499653
NCRB_33992,2023-09-01,04:51,Delhi,959,Burglary,36,M,Blunt Object,0,28.60430553456652,77.35157797372932
NCRB_33993,2023-10-22,23:06,Delhi,175,Assault,36,F,,2,28.79990037654472,77.13062176559036
NCRB_33994,2022-05-23,21:01,Delhi,124,Assault,36,F,Firearm,5,28.492160611453333,77.33971536941844
NCRB_33995,2022-12-30,10:57,Delhi,775,Kidnapping,38,F,Blunt Object,8,28.71102551610545,77.26204001720654
NCRB_33996,2022-10-31,12:51,Delhi,249,Homicide,40,F,Firearm,5,28.658914186990813,77.30759871891756
NCRB_33997,2022-02-14,09:26,Delhi,883,Drug Offense,62,F,Firearm,5,28.49304343001452,77.11628898595515
NCRB_33998,2022-01-10,14:08,Delhi,673,Burglary,35,Unknown,Knife,1,28.67757427639614,77.33461119658362
NCRB_33999,2023-11-26,17:14,Delhi,365,Drug Offense,61,M,Knife,8,28.47671316949309,77.09948349698793
NCRB_34000,2023-06-06,09:31,Delhi,324,Burglary,35,F,Blunt Object,4,28.612938769028418,77.11905836751646
NCRB_34001,2022-10-13,04:47,Delhi,483,Homicide,29,Unknown,Firearm,9,28.43324582587436,77.02010380037777
NCRB_34002,2022-06-07,04:15,Delhi,880,Homicide,37,M,Unknown,0,28.71497277848001,77.37185884803658
NCRB_34003,2022-05-19,19:02,Delhi,532,Theft/Robbery,56,Unknown,Knife,9,28.737688441445734,77.09203590506854
NCRB_34004,2023-02-02,01:18,Delhi,784,Assault,56,F,,10,28.65338604906941,77.31384130567292
NCRB_34005,2022-07-10,17:19,Delhi,373,Kidnapping,27,M,,9,28.800119453960804,77.10643010091647
NCRB_34006,2023-01-25,11:42,Delhi,167,Burglary,22,M,,0,28.490008496524894,77.26247287311733
NCRB_34007,2022-06-28,23:39,Delhi,713,Assault,61,M,,0,28.57604627189712,77.35632774649297
NCRB_34008,2022-10-16,01:12,Delhi,950,Kidnapping,32,M,Unknown,4,28.612684154379348,77.32331890964566
NCRB_34009,2023-10-18,04:29,Delhi,198,Theft/Robbery,24,Unknown,,7,28.5317110987913,77.29156104742052
NCRB_34010,2023-09-06,12:14,Delhi,754,Theft/Robbery,22,Unknown,Unknown,0,28.719229758778944,77.38905748945072
NCRB_34011,2022-09-02,17:23,Delhi,209,Theft/Robbery,61,Unknown,,7,28.655727679468,77.2586639238456
NCRB_34012,2023-07-31,23:11,Delhi,209,Theft/Robbery,55,F,,3,28.653116689471883,77.03140773351703
NCRB_34013,2022-05-18,23:52,Delhi,591,Assault,39,F,Firearm,3,28.54291625651708,77.30460158055557
NCRB_34014,2022-12-05,08:34,Delhi,441,Burglary,48,M,Unknown,2,28.444831888231363,77.25137997742591
NCRB_34015,2023-11-07,00:36,Delhi,989,Homicide,37,F,Knife,5,28.71297950688366,77.22814384937224
NCRB_34016,2022-08-21,20:19,Delhi,348,Homicide,24,M,Unknown,1,28.610689096289832,77.06970215467416
NCRB_34017,2022-01-25,12:30,Delhi,657,Burglary,49,F,Knife,8,28.74539795903044,77.18185951550531
NCRB_34018,2022-10-26,02:45,Delhi,874,Kidnapping,46,Unknown,Knife,1,28.483752952866084,77.2679873103682
NCRB_34019,2023-09-24,00:38,Delhi,234,Kidnapping,21,Unknown,Firearm,0,28.59584499958296,77.12636299503163
NCRB_34020,2023-05-17,15:18,Delhi,272,Homicide,37,F,Knife,5,28.618286332987324,77.10362068906022
NCRB_34021,2022-04-09,05:13,Delhi,687,Drug Offense,63,M,Unknown,5,28.778833232452502,77.18588691868582
NCRB_34022,2022-04-11,23:11,Delhi,639,Assault,22,Unknown,Knife,0,28.42107483050646,77.04496731628714
NCRB_34023,2023-03-16,10:16,Delhi,789,Homicide,21,F,Unknown,0,28.642373692214097,77.07358427265632
NCRB_34024,2023-08-06,04:57,Delhi,589,Drug Offense,42,Unknown,,9,28.634117521495654,77.3630759138828
NCRB_34025,2022-11-30,04:46,Delhi,423,Drug Offense,53,F,Firearm,3,28.72749058495592,77.12304381897894
NCRB_34026,2023-02-27,05:10,Delhi,120,Assault,45,F,Unknown,4,28.423667613030947,77.24001689671321
NCRB_34027,2023-11-12,14:15,Delhi,884,Burglary,65,Unknown,Knife,9,28.675257305185145,77.03446711654905
NCRB_34028,2023-04-27,05:11,Delhi,659,Burglary,23,M,Blunt Object,4,28.52612866207328,77.15678213956686
NCRB_34029,2023-01-26,04:48,Delhi,538,Theft/Robbery,23,M,,9,28.57099151420892,77.33673040059264
NCRB_34030,2023-09-19,00:48,Delhi,898,Kidnapping,27,Unknown,Unknown,0,28.79522875153563,77.15548466520937
NCRB_34031,2022-07-31,00:19,Delhi,546,Theft/Robbery,20,M,Blunt Object,9,28.720291929051893,77.11396892052728
NCRB_34032,2023-10-06,05:01,Delhi,650,Assault,35,F,Firearm,5,28.4245666230694,77.02566462578741
NCRB_34033,2022-01-25,00:26,Delhi,874,Kidnapping,34,Unknown,Firearm,5,28.495595714927024,77.22493764843256
NCRB_34034,2023-09-12,01:32,Delhi,278,Kidnapping,36,Unknown,Knife,3,28.510441067181592,77.3691383400352
NCRB_34035,2022-06-04,19:13,Delhi,667,Burglary,30,F,Knife,9,28.498063198243337,77.2536408998166
NCRB_34036,2023-09-01,19:09,Delhi,293,Kidnapping,59,Unknown,Knife,6,28.48816569952917,77.30475623661029
NCRB_34037,2023-07-31,05:04,Delhi,663,Theft/Robbery,22,F,Unknown,8,28.519419945735923,77.0519563856004
NCRB_34038,2022-11-04,17:09,Delhi,914,Homicide,45,M,Blunt Object,6,28.43298360113844,77.01962093210123
NCRB_34039,2023-09-05,16:57,Delhi,677,Kidnapping,56,M,Blunt Object,2,28.723381986482085,77.12657235150509
NCRB_34040,2022-06-27,13:22,Delhi,689,Theft/Robbery,35,F,Knife,7,28.456014886206205,77.26860147345626
NCRB_34041,2022-03-07,01:41,Delhi,163,Drug Offense,50,Unknown,Firearm,10,28.443822602041145,77.04542347368027
NCRB_34042,2022-04-25,00:04,Delhi,513,Burglary,36,Unknown,Unknown,2,28.762057234597933,77.17513840666132
NCRB_34043,2023-06-20,16:10,Delhi,521,Assault,54,F,Knife,9,28.41652050725711,77.13536708180905
NCRB_34044,2023-01-06,23:30,Delhi,475,Theft/Robbery,62,F,Blunt Object,8,28.53094838656723,77.23214795300008
NCRB_34045,2022-01-03,12:17,Delhi,907,Assault,62,M,Firearm,8,28.66871041018333,77.26653930129541
NCRB_34046,2023-09-18,20:39,Delhi,933,Kidnapping,43,F,,3,28.56819372519433,77.30367475800819
NCRB_34047,2022-05-18,19:07,Delhi,947,Drug Offense,34,F,Blunt Object,2,28.696711984347107,77.09095484293559
NCRB_34048,2023-10-20,16:25,Delhi,806,Homicide,34,F,,6,28.504906784772533,77.37826415516393
NCRB_34049,2023-05-11,11:22,Delhi,215,Burglary,42,M,Firearm,2,28.55396303954496,77.11405088670818
NCRB_34050,2023-09-19,04:55,Delhi,719,Theft/Robbery,61,F,,9,28.57680566349241,77.32188093610908
NCRB_34051,2023-10-31,05:27,Delhi,727,Assault,26,M,Firearm,9,28.57405044240175,77.1121561577032
NCRB_34052,2022-11-30,01:58,Delhi,737,Kidnapping,19,M,Knife,10,28.54961464311872,77.19766986909934
NCRB_34053,2022-03-11,06:55,Delhi,830,Burglary,51,M,,8,28.58638504563853,77.07923637077475
NCRB_34054,2022-04-25,21:39,Delhi,360,Theft/Robbery,64,M,Unknown,1,28.76413117107955,77.17971965994997
NCRB_34055,2022-11-10,03:44,Delhi,379,Homicide,45,F,Firearm,8,28.77609228808898,77.37894095792646
NCRB_34056,2023-09-08,13:08,Delhi,768,Theft/Robbery,54,Unknown,,9,28.63752098863614,77.24149902418881
NCRB_34057,2023-06-18,22:54,Delhi,824,Drug Offense,25,M,Knife,8,28.62242758977968,77.12017956700377
NCRB_34058,2023-10-23,20:16,Delhi,897,Kidnapping,54,M,Unknown,4,28.789129902339912,77.32280043785529
NCRB_34059,2022-11-12,19:56,Delhi,758,Burglary,39,Unknown,,4,28.71269235669041,77.03428163413086
NCRB_34060,2023-01-10,15:37,Delhi,987,Burglary,30,Unknown,Firearm,5,28.534682597299486,77.12851846024746
NCRB_34061,2023-12-04,13:07,Delhi,689,Burglary,33,Unknown,Knife,9,28.52673763563984,77.3460105799857
NCRB_34062,2023-04-29,07:23,Delhi,583,Assault,40,Unknown,Unknown,10,28.743736710917567,77.35471531004528
NCRB_34063,2022-05-12,06:35,Delhi,730,Burglary,20,Unknown,Blunt Object,10,28.485649688665625,77.22650640470289
NCRB_34064,2022-05-23,18:52,Delhi,827,Burglary,43,Unknown,Unknown,6,28.71409826707103,77.13286399914827
NCRB_34065,2022-12-31,23:06,Delhi,138,Drug Offense,18,F,Knife,1,28.728577908060146,77.2213952758347
NCRB_34066,2023-11-24,22:22,Delhi,699,Burglary,59,F,Unknown,4,28.615827011937228,77.13848301489449
NCRB_34067,2022-08-22,05:11,Delhi,244,Theft/Robbery,30,F,Blunt Object,10,28.728831983183184,77.22731011677784
NCRB_34068,2022-03-28,12:54,Delhi,437,Homicide,59,F,,1,28.423534662389745,77.31577213815737
NCRB_34069,2022-12-05,17:13,Delhi,392,Kidnapping,23,M,,7,28.793960444545267,77.08221857952228
NCRB_34070,2022-06-07,08:11,Delhi,951,Burglary,31,M,Knife,7,28.67853280695849,77.23900532242303
NCRB_34071,2023-01-25,12:37,Delhi,906,Assault,24,M,Unknown,10,28.64720281039221,77.32275511513724
NCRB_34072,2023-04-14,02:47,Delhi,295,Assault,47,M,Firearm,4,28.63718606819715,77.20076413687988
NCRB_34073,2022-06-03,15:48,Delhi,626,Homicide,19,Unknown,Knife,10,28.8129235839244,77.30147928704167
NCRB_34074,2023-02-09,22:27,Delhi,950,Assault,52,Unknown,,0,28.609003040690283,77.32778233384498
NCRB_34075,2022-10-02,00:24,Delhi,334,Homicide,37,F,,0,28.781469911447843,77.09857313595879
NCRB_34076,2022-05-26,10:24,Delhi,229,Theft/Robbery,29,M,Unknown,2,28.60020353350964,77.40358473385714
NCRB_34077,2022-01-09,20:28,Delhi,146,Drug Offense,38,Unknown,Knife,3,28.72541340846299,77.3707411547289
NCRB_34078,2022-04-13,18:09,Delhi,324,Kidnapping,65,M,Firearm,5,28.63092836491391,77.3439491150393
NCRB_34079,2022-07-25,19:50,Delhi,980,Homicide,55,M,Blunt Object,5,28.77060792774454,77.13383354394341
NCRB_34080,2023-12-03,03:59,Delhi,500,Homicide,21,F,Knife,0,28.59452922811512,77.30227725163319
NCRB_34081,2022-07-18,03:19,Delhi,940,Kidnapping,45,M,Unknown,7,28.588042668336687,77.32555712248733
NCRB_34082,2022-09-07,23:32,Delhi,662,Assault,42,M,Knife,4,28.528094012735885,77.18683107579672
NCRB_34083,2022-08-14,14:24,Delhi,253,Kidnapping,21,Unknown,Unknown,1,28.638161734215306,77.32342079177485
NCRB_34084,2023-12-18,16:44,Delhi,900,Kidnapping,32,M,Firearm,6,28.587143149396727,77.22748753179093
NCRB_34085,2022-08-20,04:52,Delhi,220,Burglary,59,M,Knife,8,28.5203914972712,77.28207499242512
NCRB_34086,2023-12-28,16:18,Delhi,301,Assault,21,F,Unknown,9,28.47421397570465,77.17731689328588
NCRB_34087,2022-02-17,01:27,Delhi,931,Kidnapping,62,Unknown,Unknown,8,28.55157926791196,77.3968380067729
